Rank,School,Address,City,Municipal ID,Zip,District,Full_Address,Latitude,Longitude,EduScore
163,Kearny High School,336 Devon St,Kearny,907,7032,Kearny,"336 Devon St, Kearny, NJ 07032",40.7618388,-74.1472093,86
164,David Brearley Middle/High School,401 Monroe Avenue,Kenilworth,2008,7033,Kenilworth School District,"401 Monroe Avenue, Kenilworth, NJ 07033",40.6797075,-74.2955015,93
165,Keyport High School,351 Broad Street,Keyport,1324,7735,Keyport School District,"351 Broad Street, Keyport, NJ 07735",40.428409,-74.1961956,132
166,Kinnelon High School,121 Kinnelon Road,Kinnelon,1415,7405,Kinnelon School District,"121 Kinnelon Road, Kinnelon, NJ 07405",40.9963753,-74.377956,426
167,Academy Charter High School,1725 Main Street,Lake Como,1346,7719,Academy Charter High School,"1725 Main Street, Lake Como, NJ 07719",40.1712029,-74.0278548,77
168,Lakewood High School,855 Somerset Avenue,Lakewood,1515,8701,Lakewood Township School District,"855 Somerset Avenue, Lakewood, NJ 08701",40.0992708,-74.1931363,66
169,South Hunterdon Regional High School,301 Mt Airy Harbourton Rd,Lambertville,1017,8530,South Hunterdon Regional School District,"301 Mt Airy Harbourton Rd, Lambertville, NJ 08530",40.386799,-74.892948,316
170,Lacey Township High School,73 Haines Street,Lanoka Harbor,1513,8734,Lacey Township School District,"73 Haines Street, Lanoka Harbor, NJ 08734",39.8606743,-74.1948641,179
171,Lawrence High School,2525 Princeton Pike,Lawrenceville,1107,8648,Lawrence Township Public School District,"2525 Princeton Pike, Lawrenceville, NJ 08648",40.2648678,-74.7297736,268
172,Leonia High School,100 Christie Heights Street,Leonia,229,7605,Leonia Public School District,"100 Christie Heights Street, Leonia, NJ 07605",40.870303,-73.9889034,385
173,High Technology High School,765 Newman Springs Road,Lincroft,1332,7738,Monmouth County Vocational School District,"765 Newman Springs Road, Lincroft, NJ 07738",40.3263561,-74.1311317,488
174,Linden High School,121 W St George Ave,Linden,2009,7036,Linden Public School District,"121 W St George Ave, Linden, NJ 07036",40.6347422,-74.2650663,101
175,Lindenwold High School,801 Egg Harbor Road,Lindenwold,422,8021,Lindenwold Public School District,"801 Egg Harbor Road, Lindenwold, NJ 08021",39.820611,-74.9755382,45
176,Mainland Regional High School,1301 Oak Avenue,Linwood,114,8221,Mainland Regional High School,"1301 Oak Avenue, Linwood, NJ 08221",39.3467747,-74.5774348,344
177,Pinelands Regional High School,565 Nugentown Road,Little Egg Harbor,1517,8087,Pinelands Regional School District,"565 Nugentown Road, Little Egg Harbor, NJ 08087",39.6098794,-74.3596761,289
178,Passaic Valley Regional High School,170 East Main Street,Little Falls,1605,7424,Passaic Valley Regional High School District #1,"170 East Main Street, Little Falls, NJ 07424",40.879005,-74.21701,246
179,Red Bank Regional High School,101 Ridge Road,Little Silver,1325,7739,Red Bank Regional School District,"101 Ridge Road, Little Silver, NJ 07739",40.3496858,-74.0388763,389
180,Livingston High School,30 Robert Harp Drive,Livingston,71,7039,Livingston Board of Education School District,"30 Robert Harp Drive, Livingston, NJ 07039",40.7839726,-74.3209948,454
181,Lodi High School,99 Putnam Street,Lodi,231,7644,Lodi School District,"99 Putnam Street, Lodi, NJ 07644",40.8866422,-74.0870138,306
182,Long Branch High School,404 Indiana Avenue,Long Branch,1327,7740,LONG BRANCH PUBLIC SCHOOL District,"404 Indiana Avenue, Long Branch, NJ 07740",40.2902774,-73.9901132,146
183,Lyndhurst High School,400 Weart Avenue,Lyndhurst,232,7071,Lyndhurst School District,"400 Weart Avenue, Lyndhurst, NJ 07071",40.809043,-74.1272075,252
184,Madison High School,170 Ridgedale Avenue,Madison,1417,7940,Madison Public School District,"170 Ridgedale Avenue, Madison, NJ 07940",40.76975,-74.4087761,437
185,Mahwah High School,50 Ridge Road,Mahwah,233,7430,Mahwah Township Public School District,"50 Ridge Road, Mahwah, NJ 07430",41.0921068,-74.1581842,435
186,Marine Academy of Technology and Environmental Science,195 Cedar Bridge Road,Manahawkin,1531,8050,Ocean County Vocational Technical School District,"195 Cedar Bridge Road, Manahawkin, NJ 08050",39.7162774,-74.255668,476
187,Southern Regional High School,90 Cedar Bridge Road,Manahawkin,1531,8050,Southern Regional School District,"90 Cedar Bridge Road, Manahawkin, NJ 08050",39.7118241,-74.25388,229
188,Manasquan High School,167 Broad Street,Manasquan,1329,8736,Manasquan School District,"167 Broad Street, Manasquan, NJ 08736",40.1276872,-74.0491983,383
189,Manchester Township High School,101 S Colonial Dr,Manchester,1519,8759,Manchester Township School District,"101 S Colonial Dr, Manchester, NJ 08759",40.0055734,-74.3101712,169
190,Manville High School,1100 Brooks Boulevard,Manville,1811,8835,Manville Board of Education,"1100 Brooks Boulevard, Manville, NJ 08835",40.5445655,-74.5982255,213
191,Maple Shade High School,180 Frederick Ave,Maple Shade,319,8052,Maple Shade School District,"180 Frederick Ave, Maple Shade, NJ 08052",39.9477723,-75.006075,134
192,Columbia High School,17 Parker Ave,Maplewood,711,7040,South Orange-Maplewood School District,"17 Parker Ave, Maplewood, NJ 07040",40.7354856,-74.2663475,341
193,Marlboro High School,95 North Main Street,Marlboro,1330,7746,Freehold Regional High School District,"95 North Main Street, Marlboro, NJ 07746",40.329545,-74.2470946,420
194,Cherokee High School,120 Tomlinson Mill Road,Marlton,313,8053,Lenape Regional High School District,"120 Tomlinson Mill Road, Marlton, NJ 08053",39.8738383,-74.8994508,303
195,Old Bridge High School,4209 Route 516,Matawan,1331,7747,Old Bridge Township School District,"4209 Route 516, Matawan, NJ 07747",40.4069153,-74.2720614,221
196,Atlantic County Institute of Technology,5080 Atlantic Avenue,Mays Landing,112,8330,Atlantic County Vocational School District,"5080 Atlantic Avenue, Mays Landing, NJ 08330",39.4422898,-74.6965544,223
197,Oakcrest High School,1824 Dr Dennis Foreman Drive,Mays Landing,112,8330,Greater Egg Harbor Regional High School District,"1824 Dr Dennis Foreman Drive, Mays Landing, NJ 08330",39.4547918,-74.6755437,161
198,Shawnee High School,600 Tabernacle Road,Medford,320,8055,Lenape Regional High School District,"600 Tabernacle Road, Medford, NJ 08055",39.855589,-74.7753636,362
199,Lenape High School,235 Hartford Road,Medford,320,8055,Lenape Regional High School District,"235 Hartford Road, Medford, NJ 08055",39.9208626,-74.854551,293
200,Burlington County Institute of Technology - Medford,10 Hawkin Road,Medford,320,8055,Burlington County Institute of Technology School District,"10 Hawkin Road, Medford, NJ 08055",39.8943912,-74.8026686,163
201,West Morris Mendham High School,65 East Main Street,Mendham,1418,7945,West Morris Regional High School District,"65 East Main Street, Mendham, NJ 07945",40.7761621,-74.5920761,457
202,Metuchen High School,400 Grove Ave,Metuchen,1209,8840,Metuchen Public School District,"400 Grove Ave, Metuchen, NJ 08840",40.5536644,-74.3544671,395
203,Middlesex High School,300 John F. Kennedy Drive,Middlesex,1210,8846,Middlesex Borough School District,"300 John F. Kennedy Drive, Middlesex, NJ 08846",40.5824689,-74.4946344,367
204,Middletown High School South,900 Nut Swamp Road,Middletown,1332,7748,Middletown Township Public School District,"900 Nut Swamp Road, Middletown, NJ 07748",40.3632816,-74.1151895,386
205,Middletown High School North,63 Tindall Road,Middletown,1332,7748,Middletown Township Public School District,"63 Tindall Road, Middletown, NJ 07748",40.4023311,-74.0975797,174
206,Midland Park Junior/Senior High School,250 Prospect St,Midland Park,235,7432,Midland Park School District,"250 Prospect St, Midland Park, NJ 07432",41.0001462,-74.1365664,397
207,Millburn High School,462 Millburn Ave,Millburn,712,7041,Millburn Township School District,"462 Millburn Ave, Millburn, NJ 07041",40.7204896,-74.3156957,458
208,Memorial High School,504 East Broad Street,Millville,610,8332,Millville School District,"504 East Broad Street, Millville, NJ 08332",39.4029937,-75.0325475,57
209,South Brunswick High School,750 Ridge Road,Monmouth Junction,1221,8852,South Brunswick School District,"750 Ridge Road, Monmouth Junction, NJ 08852",40.3738104,-74.5640925,348
210,Monroe Township High School,200 Schoolhouse Road,Monroe Township,811,8831,Monroe Township School District,"200 Schoolhouse Road, Monroe Township, NJ 08831",40.3279448,-74.4358921,374
211,Montclair High School,100 Chestnut St,Montclair,713,7042,Montclair Public School District,"100 Chestnut St, Montclair, NJ 07042",40.8232208,-74.2128884,357
212,Pascack Hills High School,225 West Grand Avenue,Montvale,236,7645,Pascack Valley Regional High School District,"225 West Grand Avenue, Montvale, NJ 07645",41.0495456,-74.0495917,473
213,Montville Township High School,100 Horseneck Road,Montville,1421,7045,Montville Township School District,"100 Horseneck Road, Montville, NJ 07045",40.8933696,-74.3604198,444
214,Moorestown High School,350 Bridgeboro Road,Moorestown,322,8057,Moorestown Township Public School District,"350 Bridgeboro Road, Moorestown, NJ 08057",39.9857575,-74.9446082,455
215,Parsippany Hills High School,20 Rita Drive,Morris Plains,1423,7950,Parsippany-Troy Hills Township School District,"20 Rita Drive, Morris Plains, NJ 07950",40.86156,-74.4564095,411
216,Morristown High School,50 Early Street,Morristown,1424,7960,Morris School District,"50 Early Street, Morristown, NJ 07960",40.8011472,-74.4864486,283
217,Rancocas Valley Regional High School,520 Jacksonville Road,Mount Holly,323,8060,Rancocas Valley Regional High School District,"520 Jacksonville Road, Mount Holly, NJ 08060",40.0025146,-74.7829875,337
218,Burlington County Alternative High School,1020 Briggs Road,Mount Laurel,324,8054,Burlington County Special Services School District,"1020 Briggs Road, Mount Laurel, NJ 08054",39.9718969,-74.8990455,2
219,Academy for Biotechnology,96 Powerville Road,Mountain Lakes,1425,7046,Morris County Vocational School District,"96 Powerville Road, Mountain Lakes, NJ 07046",40.8952526,-74.4271898,486
220,Mountain Lakes High School,96 Powerville Rd.,Mountain Lakes,1425,7046,Mountain Lakes Public School District,"96 Powerville Rd., Mountain Lakes, NJ 07046",40.8952526,-74.4271898,409
221,Clearview Regional High School,625 Breakneck Rd,Mullica Hill,117,8062,Clearview Regional High School District,"625 Breakneck Rd, Mullica Hill, NJ 08062",39.7508447,-75.2064892,415
222,Monmouth County Academy of Allied Health and Science,2325 Heck Avenue,Neptune,1334,7753,Monmouth County Vocational School District,"2325 Heck Avenue, Neptune, NJ 07753",40.2146818,-74.0378187,494
223,Neptune High School,55 Neptune Boulevard,Neptune,1334,7753,Neptune Township School District,"55 Neptune Boulevard, Neptune, NJ 07753",40.2126432,-74.0362548,54
224,New Brunswick High School,1000 Somerset St,New Brunswick,1213,8901,New Brunswick School District,"1000 Somerset St, New Brunswick, NJ 08901",40.4807916,-74.482053,71
225,New Egypt High School,117 Evergreen Road,New Egypt,1524,8533,Plumsted Township School District,"117 Evergreen Road, New Egypt, NJ 08533",40.0802066,-74.529223,355
226,New Milford High School,330 River Road,New Milford,238,7646,New Milford Public School District,"330 River Road, New Milford, NJ 07646",40.941883,-74.021696,347
227,New Providence High School,35 Pioneer Dr,New Providence,2011,7974,New Providence School District,"35 Pioneer Dr, New Providence, NJ 07974",40.7006081,-74.4087203,467
228,Technology High School,223 Broadway,Newark,714,7102,Newark Public School District,"223 Broadway, Newark, NJ 07102",40.7573799,-74.1690896,471
229,Science Park High School,260 Norfolk Street,Newark,714,7102,Newark Public School District,"260 Norfolk Street, Newark, NJ 07102",40.739939,-74.1854638,429
230,North Star Academy Charter School,10 Washington Place,Newark,714,7102,North Star Academy Charter School,"10 Washington Place, Newark, NJ 07102",40.7423008,-74.1699335,329
231,Bard Early College High School,321 Bergen Street,Newark,714,7103,Newark Public School District,"321 Bergen Street, Newark, NJ 07103",40.7349262,-74.1954618,322
232,Essex County Newark Technical,91 West Market Street,Newark,714,7103,Essex County Vocational Technical Schools,"91 West Market Street, Newark, NJ 07103",40.740262,-74.1817029,295
233,Essex County Donald M. Payne Senior School of Technology,498-544 West Market St,Newark,714,7107,Essex County Vocational Technical Schools,"498-544 West Market St, Newark, NJ 07107",40.7506839,-74.1938246,278
234,Great Oaks Legacy Charter School,24 Maiden Lane,Newark,714,7102,Great Oaks Legacy Charter School,"24 Maiden Lane, Newark, NJ 07102",40.7344063,-74.1749387,269
235,TEAM Academy Charter School,60 Park Place,Newark,714,7102,TEAM Academy Charter School,"60 Park Place, Newark, NJ 07102",40.7382754,-74.1689062,165
236,Arts High School,550 M L King Blvd,Newark,714,7102,Newark Public School District,"550 M L King Blvd, Newark, NJ 07102",40.7340495,-74.1800976,147
237,American History High School,74 Montgomery St,Newark,714,7103,Newark Public School District,"74 Montgomery St, Newark, NJ 07103",40.730577,-74.1864728,75
238,East Side High School,238 Van Buren St,Newark,714,7105,Newark Public School District,"238 Van Buren St, Newark, NJ 07105",40.7240215,-74.1587232,63
239,University High School,55 Clinton Pl,Newark,714,7108,Newark Public School District,"55 Clinton Pl, Newark, NJ 07108",40.7213685,-74.2112375,59
240,Peoples Preparatory Charter School,321 Bergen Street,Newark,714,7103,Peoples Preparatory Charter School District,"321 Bergen Street, Newark, NJ 07103",40.7349262,-74.1954618,42
241,Malcolm X Shabazz High School,80 Johnson Ave,Newark,714,7108,Newark Public School District,"80 Johnson Ave, Newark, NJ 07108",40.7182491,-74.1917012,40
242,Barringer Arts High School,90 Parker St,Newark,714,7104,Newark Public School District,"90 Parker St, Newark, NJ 07104",40.7554216,-74.179852,36
243,LEAD Charter School,201 Bergen Street,Newark,714,7103,LEAD Charter School,"201 Bergen Street, Newark, NJ 07103",40.738519,-74.193546,23
244,Weequahic High School,279 Chancellor Ave,Newark,714,7112,Newark Public School District,"279 Chancellor Ave, Newark, NJ 07112",40.7093041,-74.2200419,18
245,Central High School,250 18th Avenue,Newark,714,7103,Newark Public School District,"250 18th Avenue, Newark, NJ 07103",40.7296139,-74.1935817,14
246,Eagle Academy for Young Men of Newark,279 Chancellor Avenue,Newark,714,7112,Newark Public School District,"279 Chancellor Avenue, Newark, NJ 07112",40.7093041,-74.2200419,4
247,Marion P. Thomas Charter School,88-108 Shipman Street,Newark,714,7102,Marion P. Thomas Charter School,"88-108 Shipman Street, Newark, NJ 07102",40.732852,-74.1798224,1
248,Kittatinny Regional High School,77 Halsey Road,Newton,1915,7860,Kittatinny Regional School District,"77 Halsey Road, Newton, NJ 07860",41.0879186,-74.7435225,361
249,Newton High School,44 Ryerson Avenue,Newton,1915,7860,Newton Public School District,"44 Ryerson Avenue, Newton, NJ 07860",41.0508407,-74.7604988,260
250,North Arlington High School,222 Ridge Road,North Arlington,239,7031,North Arlington School District,"222 Ridge Road, North Arlington, NJ 07031",40.7890856,-74.1323458,155
251,North Bergen High School,7417 Kennedy Blvd,North Bergen,908,7047,North Bergen School District,"7417 Kennedy Blvd, North Bergen, NJ 07047",40.8015384,-74.0139459,85
252,North Brunswick Township High School,98 Raider Road,North Brunswick,1214,8902,North Brunswick Township School District,"98 Raider Road, North Brunswick, NJ 08902",40.45293,-74.4692317,186
253,West Essex High School,65 West Greenbrook Rd,North Caldwell,715,7006,West Essex Regional School District,"65 West Greenbrook Rd, North Caldwell, NJ 07006",40.8745177,-74.2692037,452
254,North Plainfield Middle School,34 Wilson Avenue,North Plainfield,1814,7060,North Plainfield School District,"34 Wilson Avenue, North Plainfield, NJ 07060",40.62277,-74.438452,140
255,Nutley High School,300 Franklin Ave,Nutley,716,7110,Nutley Public School District,"300 Franklin Ave, Nutley, NJ 07110",40.8172969,-74.1601452,330
256,Academy for Environmental Science,1010 Weldon Road,Oak Ridge,1615,7438,Morris County Vocational School District,"1010 Weldon Road, Oak Ridge, NJ 07438",41.0165134,-74.5535337,478
257,Jefferson Township High School,1010 Weldon Rd Rd2,Oak Ridge,1615,7438,Jefferson Township Public School District,"1010 Weldon Rd Rd2, Oak Ridge, NJ 07438",41.016582,-74.5527361,263
258,Ocean Township High School,550 West Park Avenue,Oakhurst,1337,7755,Township of Ocean School District,"550 West Park Avenue, Oakhurst, NJ 07755",40.2671832,-74.0293352,220
259,Indian Hills High School,97 Yawpo Ave,Oakland,242,7436,Ramapo Indian Hills Regional High School District,"97 Yawpo Ave, Oakland, NJ 07436",41.022626,-74.23127,438
260,Ocean City High School,501 Atlantic Avenue,Ocean City,508,8226,Ocean City School District,"501 Atlantic Avenue, Ocean City, NJ 08226",39.2798001,-74.5673819,285
261,Northern Valley Regional High School at Old Tappan,140 Central Avenue,Old Tappan,243,7675,Northern Valley Regional High School District,"140 Central Avenue, Old Tappan, NJ 07675",41.009123,-73.97879,469
262,River Dell Regional High School,55 Pyle Street,Oradell,244,7649,River Dell Regional School District,"55 Pyle Street, Oradell, NJ 07649",40.9443083,-74.0363466,464
263,Orange High School,400 Lincoln Ave,Orange,717,7050,Orange Board Of Education School District,"400 Lincoln Ave, Orange, NJ 07050",40.7658026,-74.2395074,115
264,Palisades Park Junior-Senior High School,Veterans Plaza,Palisades Park,245,7650,Palisades Park School District,"Veterans Plaza, Palisades Park, NJ 07650",40.8387582,-73.9938533,167
265,Palmyra High School,5th & Weart Boulevard,Palmyra,327,8065,Palmyra Public School District,"5th & Weart Boulevard, Palmyra, NJ 08065",36.8820451,-94.8783414,196
266,Applied Technology High School,400 Paramus Road,Paramus,246,7652,Bergen County Vocational Technical School District,"400 Paramus Road, Paramus, NJ 07652",40.9516735,-74.0939011,440
267,Paramus High School,99 East Century Road,Paramus,246,7652,Paramus Public School District,"99 East Century Road, Paramus, NJ 07652",40.9283274,-74.0612748,376
268,Park Ridge High School,2 Park Ave,Park Ridge,247,7656,Park Ridge School District,"2 Park Ave, Park Ridge, NJ 07656",41.0346734,-74.0427237,431
269,Sayreville War Memorial High School,820 Washington Road,Parlin,1219,8859,Sayreville School District,"820 Washington Road, Parlin, NJ 08859",40.4630356,-74.3172733,176
270,Parsippany High School,309 Baldwin Rd,Parsippany,1429,7054,Parsippany-Troy Hills Township School District,"309 Baldwin Rd, Parsippany, NJ 07054",40.8697257,-74.3919421,393
271,Passaic Arts and Science Charter School,7 St. Francis Way,Passaic,1607,7055,Passaic Arts and Science Charter School,"7 St. Francis Way, Passaic, NJ 07055",40.8590314,-74.123216,194
272,Passaic High School No. 12,170 Paulison Ave.,Passaic,1607,7055,Passaic City School District,"170 Paulison Ave., Passaic, NJ 07055",40.8567838,-74.1276323,11
273,Paterson Charter School for Science/Technology,196 West Railway Avenue,Paterson,1608,7503,Paterson Charter School for Science and Technology,"196 West Railway Avenue, Paterson, NJ 07503",40.8959184,-74.1550994,129
274,Garrett Morgan Academy,200 Grand Street,Paterson,1608,7501,Paterson Public School District,"200 Grand Street, Paterson, NJ 07501",40.9093835,-74.1796848,89
275,International High School,200 Grand Street,Paterson,1608,7501,Paterson Public School District,"200 Grand Street, Paterson, NJ 07501",40.9093835,-74.1796848,82
276,School Of Earth And Space Science,201 Memorial Drive,Paterson,1608,7505,Paterson Public School District,"201 Memorial Drive, Paterson, NJ 07505",40.9166966,-74.1681264,70
277,School of Health Science,5-7 Colt St,Paterson,1608,7505,Paterson Public School District,"5-7 Colt St, Paterson, NJ 07505",40.9170996,-74.1713061,58
278,School Of Science Technology Engineering And Mathematics,61-127 Preakness Avenue,Paterson,1608,7502,Paterson Public School District,"61-127 Preakness Avenue, Paterson, NJ 07502",40.9145333,-74.1872983,50
279,Rosa L. Parks School of Fine and Performing Arts,413 12th Avenue,Paterson,1608,7514,Paterson Public School District,"413 12th Avenue, Paterson, NJ 07514",40.9207407,-74.1464754,43
280,School of Business Technology Marketing and Finance,61-127 Preakness Avenue,Paterson,1608,7502,Paterson Public School District,"61-127 Preakness Avenue, Paterson, NJ 07502",40.9145333,-74.1872983,22
281,Alternative High School,350 Market Street,Paterson,1608,7501,Paterson Public School District,"350 Market Street, Paterson, NJ 07501",40.9143119,-74.1638507,17
282,School Of Information Technology,150 Park Avenue,Paterson,1608,7501,Paterson Public School District,"150 Park Avenue, Paterson, NJ 07501",40.9143052,-74.15987,16
283,School Of Culinary Arts Hospitality And Tourism,150 Park Avenue,Paterson,1608,7501,Paterson Public School District,"150 Park Avenue, Paterson, NJ 07501",40.9143052,-74.15987,12
284,School Of Education And Training,61-127 Preakness Avenue,Paterson,1608,7502,Paterson Public School District,"61-127 Preakness Avenue, Paterson, NJ 07502",40.9145333,-74.1872983,10
285,School Of Architecture And Construction Trades,61-127 Preakness Avenue,Paterson,1608,7502,Paterson Public School District,"61-127 Preakness Avenue, Paterson, NJ 07502",40.9145333,-74.1872983,8
286,School of Government and Public Administration,150 Park Avenue,Paterson,1608,7501,Paterson Public School District,"150 Park Avenue, Paterson, NJ 07501",40.9143052,-74.15987,5
287,Paulsboro High School,670 N Delaware St,Paulsboro,814,8066,Paulsboro School District,"670 N Delaware St, Paulsboro, NJ 08066",39.8368692,-75.2448026,19
288,Pemberton Township High School,148 Arneys Mount Road,Pemberton,328,8068,Pemberton Township School District,"148 Arneys Mount Road, Pemberton, NJ 08068",39.9928022,-74.6858262,110
289,Mercer County Technical School STEM Academy,229 Bull Run Road,Pennington,1108,8534,Area Vocational Technical Schools of Mercer County,"229 Bull Run Road, Pennington, NJ 08534",40.2888417,-74.7828448,399
290,Hopewell Valley Central High School,259 Pennington Titusville Rd,Pennington,1108,8534,Hopewell Valley Regional School District,"259 Pennington Titusville Rd, Pennington, NJ 08534",40.327897,-74.8040552,356
291,Mercer County Technical School Culinary Arts Academy,129 Bull Run Road,Pennington,1108,8534,Area Vocational Technical Schools of Mercer County,"129 Bull Run Road, Pennington, NJ 08534",40.2866799,-74.768413,92
292,Camden County Technical School-Pennsauken,6008 Browning Road,Pennsauken,427,8109,Camden County Technical School District,"6008 Browning Road, Pennsauken, NJ 08109",39.9392068,-75.0668952,127
293,Pennsauken High School,800 Hylton Road,Pennsauken,427,8110,Pennsauken Township Board Of Education School District,"800 Hylton Road, Pennsauken, NJ 08110",39.986962,-75.026188,37
294,Pennsville Memorial High School,110 S Broadway,Pennsville,1709,8070,Pennsville Public School District,"110 S Broadway, Pennsville, NJ 08070",39.6510907,-75.5178918,118
295,Middlesex County Vocational School Perth Amboy,457 High Street,Perth Amboy,1216,8861,Middlesex County Vocational and Technical School District,"457 High Street, Perth Amboy, NJ 08861",40.5141188,-74.2628199,171
296,Perth Amboy High School,300 Eagle Ave,Perth Amboy,1216,8861,Perth Amboy Public School District,"300 Eagle Ave, Perth Amboy, NJ 08861",40.5236523,-74.2702924,138
297,Academy for Urban Leadership Charter School,612 Amboy Ave,Perth Amboy,1216,8861,Academy for Urban Leadership Charter School,"612 Amboy Ave, Perth Amboy, NJ 08861",40.5210369,-74.2757477,79
298,Phillipsburg High School,1 Stateliner Blvd.,Phillipsburg,2119,8865,Phillipsburg School District,"1 Stateliner Blvd., Phillipsburg, NJ 08865",40.7145973,-75.1832095,296
299,Overbrook Senior High School,1200 Turnersville Road,Pine Hill,428,8021,Pine Hill School District,"1200 Turnersville Road, Pine Hill, NJ 08021",39.7778281,-74.9659929,133
300,Piscataway Township High School,100 Behmer Road,Piscataway,1217,8854,Piscataway Township School District,"100 Behmer Road, Piscataway, NJ 08854",40.5457326,-74.4710634,287
301,Middlesex County Vocational School Piscataway,21 Suttons Lane,Piscataway,1217,8854,Middlesex County Vocational and Technical School District,"21 Suttons Lane, Piscataway, NJ 08854",40.5249182,-74.4281013,128
302,Pitman High School,225 Linden Avenue,Pitman,815,8071,Pitman Boro School District,"225 Linden Avenue, Pitman, NJ 08071",39.7406336,-75.1270824,243
303,Arthur P. Schalick High School,718 Centerton Road,Pittsgrove,1711,8318,Pittsgrove Township School District,"718 Centerton Road, Pittsgrove, NJ 08318",39.5288419,-75.1631113,136
304,Plainfield Academy For The Arts & Advanced Studies,1700 West Front St,Plainfield,2012,7063,Plainfield Public School District,"1700 West Front St, Plainfield, NJ 07063",40.597847,-74.4550484,208
305,Union County TEAMS Charter School,515 517 West Fourth Street,Plainfield,2012,7060,Union County TEAMS Charter School-High School/College LA,"515 517 West Fourth Street, Plainfield, NJ 07060",40.6119038,-74.4258677,159
306,The Barack Obama Green Charter High School,35 Watchung ave,Plainfield,2012,7060,The Barack Obama Green Charter High School District,"35 Watchung ave, Plainfield, NJ 07060",40.6205342,-74.4232781,116
307,Plainfield High School,950 Park Avenue,Plainfield,2012,7060,Plainfield Public School District,"950 Park Avenue, Plainfield, NJ 07060",40.6114376,-74.413301,47
308,West Windsor-Plainsboro High School North,90 Grovers Mill Road,Plainsboro,1218,8536,West Windsor-Plainsboro Regional School District,"90 Grovers Mill Road, Plainsboro, NJ 08536",40.3224272,-74.6006964,417
309,Pleasantville High School,701 Mill Road,Pleasantville,119,8232,Pleasantville Public School District,"701 Mill Road, Pleasantville, NJ 08232",39.406362,-74.52615,7
310,Point Pleasant Beach High School,700 Trenton Avenue,Point Pleasant Beach,1526,8742,Point Pleasant Beach School District,"700 Trenton Avenue, Point Pleasant Beach, NJ 08742",40.0888635,-74.0521586,378
311,Point Pleasant Borough High School,Laura Herbert Dr,Point Pleasant Beach,1526,8742,Point Pleasant Borough School District,"Laura Herbert Dr, Point Pleasant Beach, NJ 08742",40.079162,-74.0718299,324
312,Pompton Lakes High School,44 Lakeside Avenue,Pompton Lakes,1525,7442,Pompton Lakes School District,"44 Lakeside Avenue, Pompton Lakes, NJ 07442",41.0045131,-74.2886286,368
313,Pequannock Township High School,85 Sunset Road,Pompton Plains,1431,7444,Pequannock Township School District,"85 Sunset Road, Pompton Plains, NJ 07444",40.9605569,-74.3056796,434
314,Princeton High School,151 Moore Street,Princeton,1114,8540,Princeton Public Schools,"151 Moore Street, Princeton, NJ 08540",40.3572615,-74.6555009,396
315,Rahway High School,1012 Madison Ave,Rahway,2013,7065,Rahway Public School District,"1012 Madison Ave, Rahway, NJ 07065",40.6108308,-74.2941291,56
316,Ramsey High School,256 E Main Street,Ramsey,248,7446,Ramsey School District,"256 E Main Street, Ramsey, NJ 07446",41.0568526,-74.1344231,418
317,Randolph High School,511 Millbrook Avenue,Randolph,1432,7869,Randolph Township School District,"511 Millbrook Avenue, Randolph, NJ 07869",40.8464632,-74.5666272,382
318,Ridgefield Memorial High School,555 Walnut St,Ridgefield,249,7657,Ridgefield School District,"555 Walnut St, Ridgefield, NJ 07657",40.8309951,-73.9998064,297
319,Ridgefield Park Junior Senior High School,1 Ozzie Nelson Drive,Ridgefield Park,250,7660,Ridgefield Park School District,"1 Ozzie Nelson Drive, Ridgefield Park, NJ 07660",40.8587951,-74.0139041,219
320,Ridgewood High School,627 East Ridgewood Ave,Ridgewood,251,7451,Ridgewood Public School District,"627 East Ridgewood Ave, Ridgewood, NJ 07451",40.977754,-74.105593,448
321,Riverside High School,112 E Washington Street,Riverside,330,8075,Riverside Township School District,"112 E Washington Street, Riverside, NJ 08075",40.0340813,-74.9553087,69
322,Robbinsville High School,155 Robbinsville Edinburg Rd,Robbinsville,1112,8691,Robbinsville Public Schools,"155 Robbinsville Edinburg Rd, Robbinsville, NJ 08691",40.2381163,-74.6182663,414
323,Academy for Mathematics Science and Engineering,520 West Main Street,Rockaway,1434,7866,Morris County Vocational School District,"520 West Main Street, Rockaway, NJ 07866",40.890836,-74.52918,487
324,Morris Hills High School,520 West Main Street,Rockaway,1434,7866,Morris Hills Regional School District,"520 West Main Street, Rockaway, NJ 07866",40.890836,-74.52918,326
325,Abraham Clark High School,122 East 6th Ave,Roselle,2014,7203,Roselle Public Schools,"122 East 6th Ave, Roselle, NJ 07203",40.653543,-74.2616738,53
326,Roselle Park High School,185 W Webster Ave,Roselle Park,2015,7204,Roselle Park Public School District,"185 W Webster Ave, Roselle Park, NJ 07204",40.6660149,-74.2713821,207
327,Rumson-Fair Haven Regional High School,74 Ridge Road,Rumson,1341,7760,Rumson-Fair Haven Regional High School District,"74 Ridge Road, Rumson, NJ 07760",40.3692353,-74.0019122,421
328,Triton Regional High School,250 Schubert Ave,Runnemede,430,8078,Black Horse Pike Regional School District,"250 Schubert Ave, Runnemede, NJ 08078",39.8493802,-75.0622801,209
329,Rutherford High School,56 Elliott Pl,Rutherford,256,7070,Rutherford School District,"56 Elliott Pl, Rutherford, NJ 07070",40.8288417,-74.1083965,318
