Rank,School,Address,City,Zip,Latitude,Longitude,EduScore
307,Burlington City High School,100 Blue Devil WAy,Burlington,8016,40.06834,-74.84463000000001,71
308,Linden High School,121 W St George Ave,Linden,7036,40.633953000000005,-74.25339,70
309,Penns Grove High School,334 Harding Highway,Carneys Point,8069,39.712593,-75.46906,69
310,North Plainfield Middle School,34 Wilson Avenue,North Plainfield,7060,40.620102,-74.42481,67
311,Hillside High School,1085 Liberty Ave,Hillside,7205,40.695552,-74.22856,66
312,Academy Charter High School,1725 Main Street,Lake Como,7719,40.415902,-74.08689,64
313,Middlesex County Vocational Academy Allied Health & Biomedical Science,1 Convery Boulevard,Woodbridge,7095,40.557103999999995,-74.28316,63
314,Pennsauken High School,800 Hylton Road,Pennsauken,8110,39.966812,-75.05681,62
315,Keyport High School,351 Broad Street,Keyport,7735,40.439714,-74.19374,60
316,Vineland Senior High School,2880 E Chestnut Ave,Vineland,8360,39.492265,-75.01886999999999,59
317,Long Branch High School,404 Indiana Avenue,Long Branch,7740,40.297932,-73.99096999999999,57
318,New Brunswick High School,1000 Somerset St,New Brunswick,8901,40.488304,-74.44775,56
319,Leap Academy University Charter School,130 North Broadway,Camden,8102,39.80237,-74.938259,55
320,William L Dickinson High School,2 Palisade Ave,Jersey City,7306,40.695552,-74.22856,53
321,Cicely L. Tyson Community Middle/High School,35 Winans Street,East Orange,7017,40.770933,-74.20589,52
322,Atlantic City High School,1400 N Albany Avenue,Atlantic City,8401,39.364965999999995,-74.43903,50
323,Harrison High School,401 Kingsland Avenue,Harrison,7029,40.745951,-74.15509,49
324,Willingboro High School,20 Jfk Way,Willingboro,8046,40.029011,-74.88257,48
325,Lakewood High School,855 Somerset Avenue,Lakewood,8701,40.082782,-74.2094,46
326,Perth Amboy High School,300 Eagle Ave,Perth Amboy,8861,40.520105,-74.27708,45
327,Abraham Clark High School,122 East 6th Ave,Roselle,7203,40.653502,-74.26058,43
328,East Side High School,238 Van Buren St,Newark,7105,40.736101,-74.22509000000001,42
329,International High School,200 Grand Street,Paterson,7501,40.912198,-74.16863000000001,41
330,Camden County Technical School-GTC,343 Berlin Cross Keys Road,Sicklerville,8081,39.741385,-74.99035,39
331,Elizabeth High School - Frank J Cicarell Academy,40 Morrell Street,Elizabeth,7202,40.669502,-74.19889,38
332,Passaic High School No. 12,170 Paulison Ave.,Passaic,7055,40.857384,-74.12899,36
333,Plainfield High School,950 Park Avenue,Plainfield,7060,40.620102,-74.42481,35
334,Middlesex County Vocational School Piscataway,21 Suttons Lane,Piscataway,8854,40.555355,-74.46094000000001,34
335,James J Ferris High School,35 Colgate St,Jersey City,7302,40.695552,-74.22856,32
336,Bridgeton High School,111 N West Avenue,Bridgeton,8302,39.445164,-75.24215,31
337,Irvington High School,1253 Clinton Ave,Irvington,7111,40.725651,-74.23207,29
338,Hoboken Charter School,713 Washington St,Hoboken,7030,40.744851000000004,-74.03294,28
339,University Academy Charter High School,275 West Side Avenue,Jersey City,7305,40.695552,-74.22856,27
340,Lincoln High School,60 Crescent Ave,Jersey City,7304,40.695552,-74.22856,25
341,Pleasantville High School,701 Mill Road,Pleasantville,8232,39.394616,-74.52212,24
342,Orange High School,400 Lincoln Ave,Orange,7050,40.7683,-74.23603,22
343,Weequahic High School,279 Chancellor Ave,Newark,7112,40.725651,-74.23207,21
344,Newark Vocational High School,403 South Orange Avenue,Newark,7103,40.736101,-74.22509000000001,20
345,Henry Snyder High School,239 Bergen Ave,Jersey City,7305,40.695552,-74.22856,18
346,East Orange Campus High School,344 Prospect Street,East Orange,7017,40.770933,-74.20589,17
347,Essex County West Caldwell Technical,620 Passaic Ave,West Caldwell,7006,40.848999,-74.27917,15
348,Bergen County Technical High School - Paramus,E.285 Pascack Road,Paramus,7652,40.947107,-74.07047,14
349,Malcolm X Shabazz High School,80 Johnson Ave,Newark,7108,40.736101,-74.22509000000001,13
350,West Side High School,403 South Orange Avenue,Newark,7103,40.736101,-74.22509000000001,11
351,Trenton Central High School - Main Campus,171 Division Street,Trenton,8611,40.280530999999996,-74.712018,10
352,Barringer Arts High School,90 Parker St,Newark,7104,40.736101,-74.22509000000001,8
353,Central High School,250 18th Avenue,Newark,7103,40.736101,-74.22509000000001,7
354,Woodrow Wilson High School,3100 Federal Street,Camden,8105,39.918663,-75.10976,6
355,Asbury Park High School,1001 Sunset Avenue,Asbury Park,7712,40.232713000000004,-74.03143,4
356,Camden High School,1875 Park Boulevard,Camden,8103,39.80237,-74.938259,3
357,Daylight/Twilight High School,501 Edgewood Avenue,Trenton,8618,40.280530999999996,-74.712018,1
