Rank,School,Address,City,Zip,Latitude,Longitude,EduScore
306,Rosa L. Parks School of Fine and Performing Arts,413 12th Avenue,Paterson,7514,41.011428,-74.304793,100
307,Winslow Township High School,10 Cooper Folly Road,Atco,8004,39.769357,-74.87264,98
308,School Of Earth And Space Science,201 Memorial Drive,Paterson,7505,40.912198,-74.16863000000001,97
309,Hopatcong High School,2A Windsor Ave,Hopatcong,7843,40.937206,-74.66147,96
310,Middlesex County Vocational School Piscataway,21 Suttons Lane,Piscataway,8854,40.555355,-74.46094000000001,94
311,Rahway High School,1012 Madison Ave,Rahway,7065,40.607103,-74.28099,93
312,Alternative High School,45 Ranoldo Terrace,Cherry Hill,8034,39.895213,-75.04019,92
313,Glassboro High School,560 Joseph L Bowe Blvd,Glassboro,8028,39.700008000000004,-75.11950999999999,91
314,Pennsauken High School,800 Hylton Road,Pennsauken,8110,39.966812,-75.05681,89
315,Lodi High School,99 Putnam Street,Lodi,7644,40.877998999999996,-74.08265,88
316,Dwight Morrow High School/Academies@Englewood,274 Knickerbocker Rd,Englewood,7631,40.893343,-73.9758,87
317,The Barack Obama Green Charter High School,35 Watchung ave,Plainfield,7060,40.620102,-74.42481,85
318,North Plainfield Middle School,34 Wilson Avenue,North Plainfield,7060,40.620102,-74.42481,84
319,Union City High School,2500 Kennedy Blvd,Union City,7087,40.767751000000004,-74.0302,83
320,Cumberland Regional High School,90 Silver Lake Road,Bridgeton,8302,39.445164,-75.24215,81
321,East Side High School,238 Van Buren St,Newark,7105,40.736101,-74.22509000000001,80
322,Wildwood High School,4300 Pacific Ave,Wildwood,8260,38.987556,-74.822,79
323,Burlington County Institute of Technology - Medford,10 Hawkin Road,Medford,8055,39.865272,-74.8185,77
324,Linden High School,121 W St George Ave,Linden,7036,40.633953000000005,-74.25339,76
325,Creative Arts Morgan Village Academy,990 Morgan Boulevard,Camden,8104,39.918663,-75.10976,75
326,University Academy Charter High School,275 West Side Avenue,Jersey City,7305,40.695552,-74.22856,73
327,Riverside High School,112 E Washington Street,Riverside,8075,40.029361,-74.9541,72
328,Hillside High School,1085 Liberty Ave,Hillside,7205,40.695552,-74.22856,71
329,Lincoln High School,60 Crescent Ave,Jersey City,7304,40.695552,-74.22856,70
330,Pemberton Township High School,148 Arneys Mount Road,Pemberton,8068,39.961183,-74.66266,68
331,Leap Academy University Charter School,130 North Broadway,Camden,8102,39.80237,-74.938259,67
332,Thomas Jefferson Arts Academy,27 Martin Luther King Jr Plaza,Elizabeth,7201,40.669502,-74.19889,66
333,Long Branch High School,404 Indiana Avenue,Long Branch,7740,40.297932,-73.99096999999999,64
334,Hoboken High School,Ninth & Clinton Sts,Hoboken,7030,40.744851000000004,-74.03294,63
335,Vineland Senior High School,2880 E Chestnut Ave,Vineland,8360,39.492265,-75.01886999999999,62
336,Lindenwold High School,801 Egg Harbor Road,Lindenwold,8021,39.810485,-74.99574,60
337,Neptune High School,55 Neptune Boulevard,Neptune,7753,40.208945,-74.05261,59
338,Camden Big Picture Learning Academy,1725 Park Boulevard,Camden,8103,39.80237,-74.938259,58
339,Academy Charter High School,1725 Main Street,Lake Como,7719,40.415902,-74.08689,56
340,Millville Senior High School,200 Wade Blvd,Millville,8332,39.379382,-75.03923,55
341,Palmyra High School,5th & Weart Boulevard,Palmyra,8065,40.00278,-75.02626,54
342,Newark Vocational High School,403 South Orange Avenue,Newark,7103,40.736101,-74.22509000000001,52
343,Paulsboro High School,670 N Delaware St,Paulsboro,8066,39.833156,-75.23773,51
344,Atlantic City High School,1400 N Albany Avenue,Atlantic City,8401,39.364965999999995,-74.43903,50
345,Burlington City High School,100 Blue Devil WAy,Burlington,8016,40.06834,-74.84463000000001,49
346,James J Ferris High School,35 Colgate St,Jersey City,7302,40.695552,-74.22856,47
347,Perth Amboy High School,300 Eagle Ave,Perth Amboy,8861,40.520105,-74.27708,46
348,Hoboken Charter School,713 Washington St,Hoboken,7030,40.744851000000004,-74.03294,45
349,Abraham Clark High School,122 East 6th Ave,Roselle,7203,40.653502,-74.26058,43
350,Penns Grove High School,334 Harding Highway,Carneys Point,8069,39.712593,-75.46906,42
351,Thomas A. Edison Career and Technical Academy,625 Summer St,Elizabeth,7202,40.669502,-74.19889,41
352,New Brunswick High School,1000 Somerset St,New Brunswick,8901,40.488304,-74.44775,39
353,Camden County Technical School-GTC,343 Berlin Cross Keys Road,Sicklerville,8081,39.741385,-74.99035,38
354,Bridgeton High School,111 N West Avenue,Bridgeton,8302,39.445164,-75.24215,37
355,Salem High School,219 Walnut St,Salem,8079,39.549912,-75.43943,35
356,Orange High School,400 Lincoln Ave,Orange,7050,40.7683,-74.23603,34
357,Willingboro High School,20 Jfk Way,Willingboro,8046,40.029011,-74.88257,33
358,Passaic High School No. 12,170 Paulison Ave.,Passaic,7055,40.857384,-74.12899,31
359,Henry Snyder High School,239 Bergen Ave,Jersey City,7305,40.695552,-74.22856,30
360,Bergen County Technical High School - Paramus,E.285 Pascack Road,Paramus,7652,40.947107,-74.07047,29
361,Admiral William F. Halsey Junior Health & Public Safety Academy,641 South Street,Elizabeth,7202,40.669502,-74.19889,28
362,Lakewood High School,855 Somerset Avenue,Lakewood,8701,40.082782,-74.2094,26
363,East Orange Campus High School,344 Prospect Street,East Orange,7017,40.770933,-74.20589,25
364,Weequahic High School,279 Chancellor Ave,Newark,7112,40.725651,-74.23207,24
365,Central High School,250 18th Avenue,Newark,7103,40.736101,-74.22509000000001,22
366,Pleasantville High School,701 Mill Road,Pleasantville,8232,39.394616,-74.52212,21
367,School of Government and Public Administration,150 Park Avenue,Paterson,7501,40.912198,-74.16863000000001,20
368,Newark Innovation Academy,190 Muhammad Ali Avenue,Newark,7108,40.736101,-74.22509000000001,18
369,John E. Dwyer Technology Academy,123 Pearl St,Elizabeth,7202,40.669502,-74.19889,17
370,Plainfield High School,950 Park Avenue,Plainfield,7060,40.620102,-74.42481,16
371,Irvington High School,1253 Clinton Ave,Irvington,7111,40.725651,-74.23207,14
372,School Of Culinary Arts Hospitality And Tourism,150 Park Avenue,Paterson,7501,40.912198,-74.16863000000001,13
373,Barringer Arts High School,90 Parker St,Newark,7104,40.736101,-74.22509000000001,12
374,School Of Information Technology,150 Park Avenue,Paterson,7501,40.912198,-74.16863000000001,10
375,Trenton Central High School - Main Campus,171 Division Street,Trenton,8611,40.280530999999996,-74.712018,9
376,West Side High School,403 South Orange Avenue,Newark,7103,40.736101,-74.22509000000001,8
377,Malcolm X Shabazz High School,80 Johnson Ave,Newark,7108,40.736101,-74.22509000000001,7
378,Stars Academy,765 14th Avenue,Paterson,7504,40.912198,-74.16863000000001,5
379,Asbury Park High School,1001 Sunset Avenue,Asbury Park,7712,40.232713000000004,-74.03143,4
380,Woodrow Wilson High School,3100 Federal Street,Camden,8105,39.918663,-75.10976,3
381,Camden High School,1875 Park Boulevard,Camden,8103,39.80237,-74.938259,1
