Rank,School,Address,City,Zip,Latitude,Longitude,EduScore
209,Dunellen High School,411 First Street,Dunellen,8812,40.5922364,-74.4680411,199
210,Brick Township High School,346 Chambers Bridge Rd,Brick,8723,40.073183,-74.1531728,198
211,North Arlington High School,222 Ridge Road,North Arlington,7031,40.7890856,-74.1323458,197
212,Palmyra High School,5th & Weart Boulevard,Palmyra,8065,36.8820451,-94.8783414,195
213,South Hunterdon Regional High School,301 Mt Airy Harbourton Road,Lambertville,8530,40.386799,-74.892948,194
214,South River High School,11 Montgomery Street,South River,8882,40.4395491,-74.3804649,192
215,Woodbridge High School,25 Samuel Lupo Place,Woodbridge,7095,40.5660641,-74.2870106,191
216,Willliamstown High School,700 N Tuckahoe Rd,Williamstown,8094,39.6822522,-75.0105483,189
217,Hammonton High School,566 Old Forks Road,Hammonton,8037,39.6565046,-74.8073024,188
218,Ridgefield Park Junior Senior High School,1 Ozzie Nelson Drive,Ridgefield Park,7660,40.8587951,-74.0139041,186
219,Overbrook Senior High School,1200 Turnersville Road,Pine Hill,8021,39.7778281,-74.9659929,185
220,Rancocas Valley Regional High School,520 Jacksonville Road,Mount Holly,8060,40.0025146,-74.7829875,184
221,Palisades Park Junior-Senior High School,Veterans Plaza,Palisades Park,7650,40.8387582,-73.9938533,182
222,Delsea Regional High School,242 Fries Mill Rd,Franklinville,8322,39.6083488,-75.0653126,181
223,Middlesex High School,300 John F. Kennedy Drive,Middlesex,8846,40.5824689,-74.4946344,179
224,Freehold Borough High School,2 Robertsville Road,Freehold,7728,40.2677271,-74.268367,178
225,Oakcrest High School,1824 Dr Dennis Foreman Drive,Mays Landing,8330,39.4547918,-74.6755437,176
226,Arthur P. Schalick High School,718 Centerton Road,Pittsgrove,8318,39.5288419,-75.1631113,175
227,Deptford Township High School,575 S Fox Run Rd,Deptford,8096,39.81183,-75.110807,173
228,New Egypt High School,117 Evergreen Road,New Egypt,8533,40.0802066,-74.529223,172
229,Pennsville Memorial High School,110 S Broadway,Pennsville,8070,39.6510907,-75.5178918,171
230,North Bergen High School,7417 Kennedy Blvd,North Bergen,7047,40.8015384,-74.0139459,169
231,Glassboro High School,560 Joseph L Bowe Blvd,Glassboro,8028,39.715868,-75.121398,168
232,Florence Township Memorial High School,1050 Cedar Lane,Burlington,8016,40.093616,-74.7934719,166
233,Bordentown Regional High School,318 Ward Ave,Bordentown,8505,40.1543033,-74.6840267,165
234,Lodi High School,99 Putnam Street,Lodi,7644,40.8866422,-74.0870138,163
235,Hightstown High School,25 Leshin Lane,Hightstown,8520,40.2608493,-74.5312858,162
236,Toms River High School South,55 Hyers Street,Toms River,8753,39.955879,-74.195262,160
237,Teaneck High School,100 Elizabeth Ave,Teaneck,7666,40.8911578,-74.0083768,159
238,South Amboy Middle/High School,200 Governor Harold G Hoffman,South Amboy,8879,40.4814528,-74.2741291,158
239,Franklin High School,500 Elizabeth Avenue,Somerset,8873,40.5202296,-74.55237,156
240,Kearny High School,336 Devon St,Kearny,7032,40.7618388,-74.1472093,155
241,Central Regional High School,509 Forest Hills Parkway,Bayville,8721,39.8894224,-74.2105845,153
242,Clifton High School,333 Colfax Avenue,Clifton,7013,40.8696445,-74.1633561,152
243,Manchester Township High School,101 S Colonial Dr,Manchester,8759,40.0055734,-74.3101712,150
244,Egg Harbor Township High School,24 High School Drive,Egg Harbor Township,8234,39.3947754,-74.6285146,149
245,Union High School,2350 North Third Street,Union,7083,40.7035758,-74.2837697,147
246,Ewing High School,900 Parkway Ave,Ewing,8618,40.25495,-74.7906435,146
247,Morristown High School,50 Early Street,Morristown,7960,40.8011472,-74.4864486,145
248,Carteret High School,199 Washington Avenue,Carteret,7008,40.58031,-74.2273786,143
249,Paulsboro High School,670 N Delaware St,Paulsboro,8066,39.8368692,-75.2448026,142
250,Buena Regional High School,125 Weymouth Road,Buena,8310,39.5363866,-74.9187764,140
251,Weehawken High School,53 Liberty Place,Weehawken,7086,40.7738908,-74.0179416,139
252,Maple Shade High School,180 Frederick Ave,Maple Shade,8052,39.9477723,-75.006075,137
253,Memorial Senior High School,375 River Dr,Elmwood Park,7407,40.9095873,-74.1295931,136
254,Camden County Technical School-Pennsauken,6008 Browning Road,Pennsauken,8109,39.9392068,-75.0668952,134
255,Riverside High School,112 E Washington Street,Riverside,8075,40.0340813,-74.9553087,133
256,Cliffside Park High School,64 Riverview Avenue,Cliffside Park,7010,40.8215275,-73.9866968,132
257,Chartertech High School for the Performing Arts,413 New Road,Somers Point,8244,39.3273841,-74.6000558,130
258,Harrison High School,401 Kingsland Avenue,Harrison,7029,40.7497787,-74.1476681,129
259,Bayonne High School,669 Avenue A,Bayonne,7002,40.6717314,-74.1215821,127
260,Collingswood High School,424 Collings Ave,Collingswood,8108,39.91276,-75.077313,126
261,Lower Cape May Regional High School,687 Rt 9,Cape May,8204,38.9770839,-74.9039934,124
262,Rahway High School,1012 Madison Ave,Rahway,7065,40.6108308,-74.2941291,123
263,Hamilton West-Watson,2720 South Clinton Avenue,Hamilton,8610,40.199059,-74.723361,121
264,North Plainfield Middle School,34 Wilson Avenue,North Plainfield,7060,40.62277,-74.438452,120
265,Phillipsburg High School,1 Stateliner Blvd.,Phillipsburg,8865,40.7145973,-75.1832095,118
266,Woodbury Junior-Senior High School,25 N. Broad Street,Woodbury,8096,39.8397915,-75.1536716,117
267,Bloomfield High School,160 Broad Street,Bloomfield,7003,40.7994581,-74.1974797,116
268,Passaic County-Manchester Regional High School,70 Church Street,Haledon,7508,40.9415722,-74.1785841,114
269,Gloucester City Junior Senior High School,1300 Market Street,Gloucester City,8030,39.8851676,-75.1109651,113
270,Hamilton North - Nottingham,1055 Klockner Road,Hamilton,8619,40.2297455,-74.7092898,111
271,Lindenwold High School,801 Egg Harbor Road,Lindenwold,8021,39.820611,-74.9755382,110
272,Manville High School,1100 Brooks Boulevard,Manville,8835,40.5445655,-74.5982255,108
273,Cumberland Regional High School,90 Silver Lake Road,Bridgeton,8302,39.474169,-75.223569,107
274,Hackensack High School,First & Beech Streets,Hackensack,7601,36.321633,-95.848855,105
275,Somerset County Vocational Technical High School,14 Vogt Drive,Bridgewater,8807,40.5881365,-74.6045157,104
276,Passaic County Technical Institute,45 Reinhardt Road,Wayne,7470,40.9309012,-74.2023751,103
277,Clayton High School,55 Pop Kramer Blvd,Clayton,8312,39.6603501,-75.0838539,101
278,Burlington County Institute of Technology - Westampton,695 Woodlane Road,Westampton,8060,40.0181596,-74.8232872,100
279,Neptune High School,55 Neptune Boulevard,Neptune,7753,40.2126432,-74.0362548,98
280,Warren County Vocational Technical School,1500 Route 57,Washington,7882,40.7420608,-75.0241055,97
281,Belleville High School,100 Passaic Ave,Belleville,7109,40.8029973,-74.161613,95
282,Burlington City High School,100 Blue Devil WAy,Burlington,8016,40.0701318,-74.8516419,94
283,Winslow Township High School,10 Cooper Folly Road,Atco,8004,39.7454119,-74.9070824,92
284,Keyport High School,351 Broad Street,Keyport,7735,40.428409,-74.1961956,91
285,Vineland Senior High School,2880 E Chestnut Ave,Vineland,8360,39.4775542,-74.9725718,90
286,Cicely L. Tyson Community Middle/High School,35 Winans Street,East Orange,7017,40.764012,-74.210664,88
287,Hoboken High School,Ninth & Clinton Sts,Hoboken,7030,40.7606894,-73.9703853,87
288,Millville Senior High School,200 Wade Blvd,Millville,8332,39.39915,-75.0198268,85
289,Garfield High School,500 Palisade Ave,Garfield,7026,40.8826883,-74.1125259,84
290,Leap Academy University Charter School,130 North Broadway,Camden,8102,39.9460794,-75.1183046,82
291,Essex County Newark Technical,91 West Market Street,Newark,7103,40.740262,-74.1817029,81
292,Lakewood High School,855 Somerset Avenue,Lakewood,8701,40.0992708,-74.1931363,79
293,Hillside High School,1085 Liberty Ave,Hillside,7205,40.6913258,-74.2360149,78
294,Keansburg High School,140 Port Monmouth Road,Keansburg,7734,40.4399536,-74.1238641,77
295,Memorial High School,5501 Park Ave,West New York,7093,40.7834587,-74.0126605,75
296,Penns Grove High School,334 Harding Highway,Carneys Point,8069,39.7158329,-75.4580026,74
297,Bound Brook High School,111 West Union Avenue,Bound Brook,8805,40.5676296,-74.5363497,72
298,Burlington County Institute of Technology - Medford,10 Hawkin Road,Medford,8055,39.8943912,-74.8026686,71
299,Long Branch High School,404 Indiana Avenue,Long Branch,7740,40.2902774,-73.9901132,69
300,Linden High School,121 W St George Ave,Linden,7036,40.5929126,-74.2906053,68
301,Technology High School,223 Broadway,Newark,7102,40.7573799,-74.1690896,66
302,Dover High School,100 Grace Street,Dover,7801,40.8979444,-74.559693,65
303,William L Dickinson High School,2 Palisade Ave,Jersey City,7306,40.729802,-74.053841,64
304,Abraham Clark High School,122 East 6th Ave,Roselle,7203,40.653543,-74.2616738,62
