,stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,City
66,72,95072,LITTLE FALLS,40.880669,-74.235372,2125,Little Falls
67,73,95073,LITTLE SILVER,40.326715,-74.041054,4941,Little Silver
68,74,95074,LONG BRANCH,40.297145,-73.988331,5197,Long Branch
69,75,95075,LYNDHURST,40.816475,-74.12416400000001,589,Lyndhurst
70,76,95076,LYONS,40.684844,-74.54947,3661,Bernards
71,77,95077,MADISON,40.757028000000005,-74.41510500000001,2893,Madison
72,78,95078,MAHWAH,41.094415999999995,-74.14662,3661,Mahwah
73,79,95079,MANASQUAN,40.120573,-74.047688,5965,East Main Street
74,81,95081,MAPLEWOOD,40.731149,-74.27542700000001,1613,Maplewood
75,83,95083,METROPARK,40.56864,-74.329394,2637,100
76,84,95084,METUCHEN,40.540735999999995,-74.360671,2893,Metuchen
77,85,95085,MIDDLETOWN NJ,40.38978,-74.11613100000001,4429,746
78,86,95086,MIDDLETOWN NY,41.457488,-74.37039,5965,Scotchtown
79,87,95087,MILLBURN,40.725621999999994,-74.30375500000001,1869,Lackawanna Place
80,88,95088,MILLINGTON,40.673515,-74.523606,3661,Long Hill Road
81,89,95089,MONTCLAIR HEIGHTS,40.857535999999996,-74.2025,1613,Upper Montclair
82,90,95090,MONTVALE,41.040879,-74.029152,2637,Railroad Avenue
83,91,95091,MORRIS PLAINS,40.828639,-74.478197,4173,Morris Plains
84,92,95092,MORRISTOWN,40.797113,-74.474086,3661,Morristown
85,93,95093,MOUNT OLIVE,40.907376,-74.730653,4941,Mount Olive Township
86,94,95094,MOUNT TABOR,40.875904,-74.481915,4173,Station Road
87,95,95095,MOUNTAIN AVENUE,40.848715000000006,-74.20530600000001,1613,14
88,96,95096,MOUNTAIN LAKES,40.885946999999994,-74.433604,3661,Mountain Lakes
89,97,95097,MOUNTAIN STATION,40.755367,-74.253024,1357,South Orange
90,98,95098,MOUNTAIN VIEW,40.914402,-74.268158,2381,Wayne
91,99,95099,MURRAY HILL,40.69507,-74.403134,2637,Foley Place
92,100,95100,NANUET,41.090015,-74.014794,4941,25
93,101,95101,NETCONG,40.897554,-74.707317,4941,Netcong
94,102,95102,NETHERWOOD,40.629148,-74.40345500000001,2637,Plainfield
95,103,95103,NEW BRUNSWICK,40.497278,-74.445751,3661,Railroad Plaza
96,104,95104,NEW PROVIDENCE,40.712022,-74.386501,2381,Old Springfield Avenue
97,105,95105,NEW YORK PENN STATION,40.750046000000005,-73.992358,329,Pennsylvania Plaza
98,106,95106,NEWARK BROAD ST,40.747621,-74.171943,589,25
99,107,95107,NEWARK PENN STATION,40.734221000000005,-74.16455400000001,336,Market Street
100,108,95108,NORTH BRANCH,40.59202,-74.683802,4685,Station Road
101,109,95109,NORTH ELIZABETH,40.680265000000006,-74.206165,1357,Pennsylvania Avenue
102,110,95110,NEW BRIDGE LANDING,40.910856,-74.035044,1613,River Edge
103,111,95111,ORADELL,40.953478000000004,-74.029983,1869,Oradell
104,112,95112,ORANGE,40.771883,-74.233103,1101,City of Orange
105,113,95113,OTISVILLE,41.471786,-74.529211,6221,Mount Hope
106,114,95114,PARK RIDGE,41.032305,-74.036164,2637,North Maple Avenue
107,115,95115,PASSAIC,40.849413,-74.13393,1101,Passaic
108,116,95116,PATERSON,40.914887,-74.16733,1613,Paterson
109,117,95117,PEAPACK,40.708794,-74.658469,4685,Gladstone
110,118,95118,PEARL RIVER,41.058181,-74.022317,4941,Railroad Avenue
111,119,95119,PERTH AMBOY,40.509398,-74.273752,3149,Perth Amboy
112,120,95120,PLAINFIELD,40.618425,-74.420163,2893,North Ave
113,121,95121,PLAUDERVILLE,40.884916,-74.102695,1357,President Street
114,122,95122,POINT PLEASANT,40.092718,-74.048191,5965,Point Pleasant Beach
115,123,95123,PORT JERVIS,41.374899,-74.694622,6477,Port Jervis
116,124,95124,PRINCETON,40.342088000000004,-74.65887,25421,Princeton
117,125,95125,PRINCETON JCT.,40.316316,-74.62375300000001,4941,2
118,126,95126,RADBURN,40.939916,-74.12161400000001,1613,Pollitt Drive
119,127,95127,RAHWAY,40.606338,-74.27669200000001,2125,Rahway
120,128,95128,RAMSEY,41.056422,-74.14187700000001,3149,West Main Street
121,129,95129,RARITAN,40.571007,-74.634364,4429,20
122,130,95130,RED BANK,40.348284,-74.074538,4685,Monmouth Street
123,131,95131,RIDGEWOOD,40.980629,-74.120592,2381,Ridgewood
124,132,95132,RIVER EDGE,40.935146,-74.02914,1613,River Edge
125,134,95134,RUTHERFORD,40.828247999999995,-74.100563,845,Union Avenue
126,135,95135,SALISBURY MILLS-CORNWALL,41.437073,-74.101871,5453,Beaverdam Lake-Salisbury Mills
127,136,95136,SHORT HILLS,40.725249,-74.32375400000001,1869,25
128,137,95137,SLOATSBURG,41.157138,-74.191307,3917,Sloatsburg
129,138,95138,SOMERVILLE,40.566075,-74.61397,4429,Urban Drive
130,139,95139,SOUTH AMBOY,40.484308,-74.28014,3405,140
131,140,95140,SOUTH ORANGE,40.745952,-74.260538,1357,Sloan Street
132,141,95141,SPRING LAKE,40.150557,-74.035481,5709,Spring Lake
133,142,95142,SPRING VALLEY,41.111978,-74.043991,4941,Spring Valley
134,143,95143,STIRLING,40.674580999999996,-74.493723,3661,Stirling
135,144,95144,SUFFERN,41.11354,-74.153442,3661,Route 306
136,145,95145,SUMMIT,40.716549,-74.357807,2381,Church Road
137,146,95146,TETERBORO,40.864858,-74.062676,1101,Hasbrouck Heights
138,147,95147,TOWACO,40.922809,-74.34384200000001,2893,Towaco
139,148,95148,TRENTON TRANSIT CENTER,40.218515000000004,-74.753926,5709,South Clinton Avenue
140,149,95149,TUXEDO,41.194208,-74.18446,3917,Tuxedo
141,150,95150,UPPER MONTCLAIR,40.842003999999996,-74.20936800000001,1357,Valley Road
142,151,95151,WALDWICK,41.012734,-74.123412,2637,Waldwick
143,152,95152,WALNUT STREET,40.817218,-74.20963,1357,Montclair
144,153,95153,WATCHUNG AVENUE,40.829516,-74.20693399999999,1357,Montclair
145,154,95154,WATSESSING AVENUE,40.782742999999996,-74.198451,1101,Bloomfield
146,155,95155,WESTFIELD,40.649448,-74.347629,2125,Westfield
147,156,95156,WESTWOOD,40.990817,-74.032696,2381,Westwood
148,157,95157,WHITE HOUSE,40.615613,-74.77065999999999,4941,Whitehouse Station
149,158,95158,WOODBRIDGE,40.55661,-74.277751,2637,Woodbridge
150,159,95159,WOODCLIFF LAKE,41.021078,-74.040775,2637,Woodcliff Lake
151,160,95160,WOOD-RIDGE,40.843973999999996,-74.07871899999999,845,Wood-Ridge
152,6900,30770,MILITARY PARK LIGHT RAIL STATION,40.737449,-74.17088299999999,336,Broad Street
153,6907,30763,DAVENPORT AVENUE LIGHT RAIL STATION,40.77239,-74.17827199999999,336,Forest Hill
154,6957,30767,NORFOLK STREET LIGHT RAIL STATION,40.745319,-74.183033,336,University Heights
155,6966,30765,PARK AVENUE NEWARK LIGHT RAIL STATION,40.758559999999996,-74.18494100000001,336,Seventh Avenue
156,6995,30768,WARREN STREET LIGHT RAIL STATION,40.742439000000005,-74.18118299999999,336,University Heights
157,6997,30769,WASHINGTON STREET LIGHT RAIL STATION,40.738347,-74.174081,336,Washington Street
158,9878,30825,PORT IMPERIAL HBLR STATION,40.775919,-74.01292099999999,336,Weehawken
159,14984,30764,BLOOMFIELD AVENUE LIGHT RAIL STATION,40.76546,-74.179863,336,Forest Hill
160,14986,30766,ORANGE STREET LIGHT RAIL STATION,40.750628999999996,-74.184951,336,University Heights
161,17699,30826,LINCOLN HARBOR LIGHT RAIL STATION,40.761399,-74.024,336,Weehawken
162,26316,30762,BRANCH BROOK PARK LIGHT RAIL STATION,40.779638,-74.174752,336,Upper Roseville
163,26326,30771,PENN STATION LIGHT RAIL DEPARTURE,40.734809999999996,-74.16360300000001,336,Market Street
164,32905,95163,HAMILTON,40.255309000000004,-74.70411999999999,5197,800
165,32906,95065,JERSEY AVE.,40.476912,-74.467363,3661,New Brunswick
166,36994,30833,EXCHANGE PLACE LIGHT RAIL STATION,40.716009,-74.034092,336,Exchange Place Platform
167,36995,30834,ESSEX STREET LIGHT RAIL STATION,40.712838,-74.036082,336,Colgate Center
168,36996,30835,MARIN BOULEVARD LIGHT RAIL STATION,40.714428000000005,-74.04324100000001,336,The Waterfront
169,36997,30836,JERSEY AVENUE LIGHT RAIL STATION,40.714978,-74.048491,336,The Waterfront
170,36998,30837,LIBERTY STATE PARK-RIDE LIGHT RAIL STA,40.710378000000006,-74.055812,336,Jersey City
171,37002,30841,RICHARD STREET LIGHT RAIL STATION,40.699118,-74.078643,336,Greenville
172,37003,30842,DANFORTH AVENUE LIGHT RAIL STATION,40.692357,-74.087262,336,Jersey City
173,37004,30843,45TH STREET LIGHT RAIL STATION,40.678670000000004,-74.101673,336,Bayonne
174,37005,30844,34TH STREET LIGHT RAIL STATION,40.671778,-74.107493,336,Bayonne
175,37169,95082,ABERDEEN-MATAWAN,40.420161,-74.223702,3917,Matawan
176,37376,30832,HARBORSIDE LIGHT RAIL STATION,40.719519,-74.034003,336,The Waterfront
177,37377,30831,HARSIMUS COVE LIGHT RAIL STATION,40.722668,-74.03728100000001,336,Hudson Exchange
178,37378,30830,NEWPORT LIGHT RAIL STATION,40.726819,-74.036233,336,Newport
179,37953,95164,NEWARK AIRPORT RAILROAD STATION,40.704415000000004,-74.190717,1345,Newark
180,38064,30540,SILVER LAKE LIGHT RAIL STATION,40.780287,-74.18034300000001,336,Belleville
181,38065,30539,GROVE STREET LIGHT RAIL STATION,40.780317,-74.187931,336,Bloomfield
182,38081,95165,MSU,40.869782,-74.197439,1613,Little Falls
183,38105,95166,UNION,40.683663,-74.238605,1357,Union
184,38174,95167,FRANK R LAUTENBERG SECAUCUS LOWER LEVEL,40.761188,-74.07582099999999,333,Laurel Hill Drive
185,38187,95168,FRANK R LAUTENBERG SECAUCUS UPPER LEVEL,40.761188,-74.07582099999999,329,Laurel Hill Drive
186,38229,30845,22ND STREET LIGHT RAIL STATION,40.661277,-74.11641,336,Constable Hook
187,38291,30855,TRENTON TRANSIT CENTER LIGHT RAIL STA,40.218348,-74.75519399999999,336,South Clinton Avenue
188,38292,30856,HAMILTON AVENUE LIGHT RAIL STATION,40.211928,-74.755882,336,Chambersburg
189,38293,30857,CASS STREET LIGHT RAIL STATION,40.205409,-74.754313,336,Chestnut Park
190,38294,30858,BORDENTOWN LIGHT RAIL STATION,40.148109999999996,-74.71627099999999,336,100
191,38295,30859,ROEBLING LIGHT RAIL STATION,40.116909,-74.770202,336,1499
192,38296,30860,FLORENCE LIGHT RAIL STATION,40.100048,-74.805112,336,Florence Township
193,38297,30861,BURLINGTON TOWNE CTR LIGHT RAIL STATION,40.077358000000004,-74.859421,336,Burlington
194,38298,30862,BURLINGTON SOUTH LIGHT RAIL STATION,40.074558,-74.868981,336,Burlington
195,38299,30863,BEVERLY/EDGEWATER PARK LIGHT RAIL STA,40.06112,-74.915131,336,Beverly
196,38300,30864,DELANCO LIGHT RAIL STATION,40.048068,-74.95028,336,Delanco
197,38301,30865,RIVERSIDE LIGHT RAIL STATION,40.039219,-74.958842,336,Riverside
198,38302,30866,CINNAMINSON LIGHT RAIL STATION,40.016557,-74.999942,336,Cinnaminson
199,38303,30867,RIVERTON LIGHT RAIL STATION,40.008939,-75.013082,336,Riverton
200,38304,30868,PALMYRA LIGHT RAIL STATION,40.004659000000004,-75.020391,336,East Broad Street
201,38305,30869,ROUTE 73/PENNSAUKEN LIGHT RAIL STATION,39.993109000000004,-75.03961,336,Pennsauken Township
202,38306,30870,36TH STREET LIGHT RAIL STATION,39.96096,-75.079622,336,Pennsauken Township
203,38307,30871,WALTER RAND TRANSPORTATION CTR,39.943258,-75.12021,336,527
204,38308,30872,COOPER STREET/RUTGERS LIGHT RAIL STATION,39.947598,-75.12406999999999,336,Cooper Grant
205,38309,30873,AQUARIUM LIGHT RAIL STATION,39.945658,-75.128682,336,Cooper Grant
206,38310,30874,ENTERTAINMENT CENTER LIGHT RAIL STATION,39.940940000000005,-75.128473,336,Central Waterfront
207,38417,95170,RAMSEY ROUTE 17 STATION,41.07513,-74.145485,3149,Ramsey
208,38441,30828,2ND STREET LIGHT RAIL STATION,40.74174,-74.04282099999999,336,The Heights
209,38442,30827,9TH STREET LIGHT RAIL STATION,40.748867,-74.038522,336,Jersey City
210,38578,30824,BERGENLINE AVE,40.782225,-74.02227099999999,336,Union City
211,38579,30823,TONNELLE AVENUE LIGHT RAIL STATION,40.78733,-74.031263,336,Tonnele Avenue
212,39130,30775,BROAD STREET LIGHT RAIL STATION,40.747209000000005,-74.17151,336,University Avenue
213,39131,30774,RIVERFRONT STADIUM LIGHT RAIL STATION,40.74559,-74.169202,336,Central Ward
214,39132,30776,WASHINGTON PARK LIGHT RAIL STATION,40.743938,-74.169853,336,Broad Street
215,39133,30773,ATLANTIC STREET LIGHT RAIL STATION,40.74416,-74.168491,336,Central Ward
216,39134,30772,NJPAC/CENTRE STREET LIGHT RAIL STATION,40.739498,-74.16558,336,McCarter Highway
217,39348,30829,HOBOKEN TERMINAL LIGHT RAIL STATION,40.734059,-74.02919200000001,336,Hoboken
218,39472,95171,MOUNT ARLINGTON,40.89659,-74.632731,4941,Roxbury Township
219,39635,95172,WAYNE/ROUTE 23 TRANSIT CENTER [RR],40.900254,-74.256971,2381,Wayne
220,42545,31061,PENN STATION LIGHT RAIL ARRIVAL,40.734809999999996,-74.16360300000001,0,Market Street
221,42673,31145,8TH STREET LIGHT RAIL STATION,40.654298,-74.129142,0,Constable Hook
222,43288,31898,PENNSAUKEN TRANSIT CENTER LIGHT RAIL STA,39.978276,-75.061962,336,Pennsauken Township
223,43298,95183,PENNSAUKEN TRANSIT CENTER,39.977769,-75.061796,5197,Pennsauken Township
224,43599,95184,WESMONT,40.854979,-74.096951,1101,118
